Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
MEPCE	gi|4758488|gn|GTF2F2:2963| general transcription factor IIF subunit 2 [Homo sapiens]	3	3	5|5|5	0.1012106	0.5532069
EIF4A2	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	1	10	0.5086560	0.1878017
MEPCE	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	1	10	0.5498713	0.1639032
EIF4A2	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	15	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4842223	0.2071300
MEPCE	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	15	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9993279	0.0001002
EIF4A2	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1988522	0.4661227
MEPCE	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	6	5|5|5|5|5|5	0.0495977	0.5914215
EIF4A2	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.3191867	0.3495447
MEPCE	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.1623963	0.5006966
EIF4A2	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	9	5|5|5|5|5|10|5|5|5	0.8270607	0.0378809
MEPCE	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	9	5|5|5|5|5|10|5|5|5	0.2718795	0.3952461
EIF4A2	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	2	5|5	0.1947838	0.4699491
MEPCE	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	2	5|5	0.0748492	0.5736844
EIF4A2	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	1	5	0.2350888	0.4323705
MEPCE	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	1	5	0.2374849	0.4301232
EIF4A2	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.3139298	0.3558494
MEPCE	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.4320410	0.2481672
EIF4A2	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	5	5|5|5|5|5	0.0003538	0.6427259
MEPCE	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	5	5|5|5|5|5	0.0051101	0.6323143
EIF4A2	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.6035519	0.1353098
MEPCE	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.4308577	0.2490041
EIF4A2	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	2	5|5	0.1223011	0.5347548
MEPCE	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	2	5|5	0.1783071	0.4849021
EIF4A2	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	1	5	0.0006979	0.6421435
MEPCE	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	1	5	0.0071957	0.6294101
EIF4A2	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	4	5|5|5|5	0.6525552	0.1122826
MEPCE	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	4	5|5|5|5	0.9737612	0.0045632
EIF4A2	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	1	5	0.4843179	0.2066687
MEPCE	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	1	5	0.1966484	0.4686028
EIF4A2	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	5	5|5|5|5|5	0.2388533	0.4283630
MEPCE	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	5	5|5|5|5|5	0.0584933	0.5863598
EIF4A2	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	4	5|5|5|5	0.0839322	0.5683026
MEPCE	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	4	5|5|5|5	0.0272849	0.6070804
EIF4A2	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	1	5	0.0609640	0.5834737
MEPCE	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	1	5	0.0651733	0.5805640
EIF4A2	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	8	5|5|5|5|10|5|5|5	0.2462751	0.4222618
MEPCE	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	8	5|5|5|5|10|5|5|5	0.1530293	0.5084242
EIF4A2	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	1	5	0.0697007	0.5779993
MEPCE	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	1	5	0.0203552	0.6129563
EIF4A2	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	3	5|5|5	0.1640249	0.4984239
MEPCE	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	3	5|5|5	0.0919157	0.5598438
EIF4A2	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9946613	0.0008144
MEPCE	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.7238623	0.0799182
EIF4A2	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	1	5	0.9822300	0.0027706
MEPCE	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	1	5	0.6307923	0.1250380
EIF4A2	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	2	5|5	0.2520843	0.4147305
MEPCE	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	2	5|5	0.9982723	0.0002827
EIF4A2	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	1	5	0.1079419	0.5475618
MEPCE	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	1	5	0.4614123	0.2217799
EIF4A2	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.1795575	0.4842560
MEPCE	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.1949484	0.4697248
EIF4A2	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	17	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9999782	0.0000030
MEPCE	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	17	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.5970834	0.1402866
EIF4A2	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	3	5|5|5	0.1481432	0.5128434
MEPCE	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	3	5|5|5	0.2610726	0.4064812
EIF4A2	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	1	5	0.2339539	0.4336131
MEPCE	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	1	5	0.1803491	0.4829598
EIF4A2	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	30	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1372780	0.5223128
MEPCE	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	30	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.0801182	0.5710812
EIF4A2	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	1	5	0.1810214	0.4825265
MEPCE	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	1	5	0.0544108	0.5882208
EIF4A2	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	5	5|5|5|5|5	0.0199545	0.6134423
MEPCE	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	5	5|5|5|5|5	0.1402000	0.5197693
EIF4A2	gi|4885375|gn|HIST1H1C:3006| histone H1	3	1	5	0.2270560	0.4431051
MEPCE	gi|4885375|gn|HIST1H1C:3006| histone H1	3	1	5	0.8738939	0.0238666
EIF4A2	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1	30	0.6567592	0.1092988
MEPCE	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1	30	0.9922589	0.0011403
EIF4A2	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1	5	0.0533864	0.5888969
MEPCE	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1	5	0.8287835	0.0374590
EIF4A2	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	5	5|5|5|5|5	0.2002776	0.4647598
MEPCE	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	5	5|5|5|5|5	0.4285943	0.2510865
EIF4A2	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.3948506	0.2793365
MEPCE	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.2775878	0.3896248
EIF4A2	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1487869	0.5120436
MEPCE	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1003673	0.5548284
EIF4A2	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	1	5	0.8537481	0.0312233
MEPCE	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	1	5	0.3103322	0.3604811
EIF4A2	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	23	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	1.0000000	0.0000000
MEPCE	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	23	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1197080	0.5383278
EIF4A2	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	1	5	0.2463586	0.4220057
MEPCE	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	1	5	0.0228528	0.6106811
EIF4A2	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	40	5|5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5	0.9818078	0.0028573
MEPCE	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	40	5|5|5|5|5|10|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5	0.5291998	0.1741916
EIF4A2	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	2	5|5	0.1603780	0.5025415
MEPCE	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	2	5|5	0.1401513	0.5199654
EIF4A2	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	10|5|5|5	0.2341691	0.4333650
MEPCE	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	10|5|5|5	0.1689553	0.4940465
EIF4A2	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|10|5|10|5|5|5|5|5|5	0.9864062	0.0022327
MEPCE	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|10|5|10|5|5|5|5|5|5	0.3847916	0.2892574
EIF4A2	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	5|5|5|5|5	0.3351729	0.3329107
MEPCE	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1660231	0.4971791
EIF4A2	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	5	0.0007302	0.6419977
MEPCE	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	5	0.0018884	0.6389138
EIF4A2	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	5|5	0.1245528	0.5336202
MEPCE	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	5|5	0.1046183	0.5499376
EIF4A2	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	5	0.1319578	0.5279124
MEPCE	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	5	0.6761402	0.0973019
EIF4A2	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	5|5|5|5|5|10|5|5|5|5|5|5|10	0.1523074	0.5088280
MEPCE	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	5|5|5|5|5|10|5|5|5|5|5|5|10	0.3125578	0.3574024
EIF4A2	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	5	0.2297717	0.4394935
MEPCE	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	5	0.2103809	0.4583513
EIF4A2	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2814683	0.3856330
MEPCE	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1237212	0.5343766
EIF4A2	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	5	0.4640044	0.2195160
MEPCE	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	5	0.2599231	0.4080921
EIF4A2	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	5|5|5	0.1195880	0.5385146
MEPCE	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	5|5|5	0.1851979	0.4786023
EIF4A2	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0916687	0.5603794
MEPCE	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	5|5|5	0.0591528	0.5858525
EIF4A2	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	5|5	0.3604625	0.3105122
MEPCE	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	5|5	0.0540679	0.5885590
EIF4A2	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	5|5	0.5607612	0.1595092
MEPCE	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	5|5	0.0958749	0.5573390
EIF4A2	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3752405	0.2956336
MEPCE	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3617820	0.3094426
EIF4A2	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.1786755	0.4846868
MEPCE	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.0893371	0.5633962
EIF4A2	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	5	0.0019015	0.6386177
MEPCE	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	5	0.0034243	0.6353366
EIF4A2	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	5	0.0126313	0.6217740
MEPCE	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	5	0.1454640	0.5150350
EIF4A2	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	5|10|5|5	0.2459106	0.4225175
MEPCE	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	5|10|5|5	0.1982982	0.4674781
EIF4A2	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3726756	0.2989670
MEPCE	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4343961	0.2469106
EIF4A2	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	5|5|5	0.6207594	0.1289312
MEPCE	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	5|5|5	0.7795117	0.0567504
EIF4A2	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1077063	0.5479281
MEPCE	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	5|5|5|5|5	0.2044693	0.4615622
EIF4A2	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	5|5	0.1065496	0.5486589
MEPCE	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	5|5	0.4755594	0.2108142
EIF4A2	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	5|5|5|5|5	0.7613198	0.0649170
MEPCE	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	5|5|5|5|5	0.7142941	0.0832964
EIF4A2	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	5|5	0.1981035	0.4677031
MEPCE	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	2	5|5	0.0837098	0.5684768
EIF4A2	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.9985724	0.0001830
MEPCE	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.4282629	0.2515020
EIF4A2	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	5|5|10|5|5|5	0.9151264	0.0170883
MEPCE	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	6	5|5|10|5|5|5	0.9884774	0.0018317
EIF4A2	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	5|5|5|5|5	0.2108758	0.4578923
MEPCE	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	5	5|5|5|5|5	0.0881579	0.5649784
EIF4A2	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	5	0.3738697	0.2971194
MEPCE	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	1	5	0.1525961	0.5086261
EIF4A2	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	5|5	0.0014773	0.6403879
MEPCE	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	2	5|5	0.0011583	0.6415599
EIF4A2	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1751378	0.4870474
MEPCE	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1221040	0.5353221
EIF4A2	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	5	0.0712750	0.5764503
MEPCE	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	1	5	0.0262541	0.6080650
EIF4A2	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9999798	0.0000026
MEPCE	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.3974558	0.2754316
EIF4A2	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1156638	0.5425981
MEPCE	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1188459	0.5392607
EIF4A2	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	5|5	0.3329194	0.3362427
MEPCE	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	2	5|5	0.4700523	0.2149527
EIF4A2	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	5|5|5|5|10	0.2537084	0.4128830
MEPCE	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	5	5|5|5|5|10	0.0848860	0.5670801
EIF4A2	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	5|10|5|5|5|5|5|5|5|5|5|5	0.5568217	0.1619501
MEPCE	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	12	5|10|5|5|5|5|5|5|5|5|5|5	0.9995995	0.0000526
EIF4A2	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3196666	0.3485875
MEPCE	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.3172605	0.3517670
EIF4A2	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.4043866	0.2702918
MEPCE	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.2847104	0.3833313
EIF4A2	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.1909131	0.4728542
MEPCE	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.1317135	0.5284864
EIF4A2	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	5|5|5|5|5	0.0488019	0.5920949
MEPCE	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	5	5|5|5|5|5	0.0829366	0.5691729
EIF4A2	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4805127	0.2094319
MEPCE	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4748924	0.2121972
EIF4A2	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	5|5	0.1351599	0.5256070
MEPCE	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	2	5|5	0.0685296	0.5795390
EIF4A2	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	5|5|5	0.0167327	0.6163477
MEPCE	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	3	5|5|5	0.0034902	0.6351863
