Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|45439306|gn|DARS:1615| aspartate--tRNA ligase, cytoplasmic [Homo sapiens]	3	5	0.0526501	0.5361517
MEPCE	gi|45439306|gn|DARS:1615| aspartate--tRNA ligase, cytoplasmic [Homo sapiens]	3	5	0.0298029	0.5638924
EIF4A2	gi|45446747|gn|DDX42:11325| ATP-dependent RNA helicase DDX42 [Homo sapiens]	3	2	0.0048544	0.6259510
MEPCE	gi|45446747|gn|DDX42:11325| ATP-dependent RNA helicase DDX42 [Homo sapiens]	3	2	0.0430960	0.5471033
EIF4A2	gi|45446749|gn|KIF5A:3798| kinesin heavy chain isoform 5A [Homo sapiens]	3	4	0.0312072	0.5621411
MEPCE	gi|45446749|gn|KIF5A:3798| kinesin heavy chain isoform 5A [Homo sapiens]	3	4	0.0054457	0.6221901
EIF4A2	gi|4557237|gn|ACAT1:38| acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]	3	7	0.1477151	0.4432478
MEPCE	gi|4557237|gn|ACAT1:38| acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]	3	7	0.1049456	0.4856085
EIF4A2	gi|4557241|gn|ACTN3:89| alpha-actinin-3 isoform 1 [Homo sapiens]	3	7	0.2885140	0.3188072
MEPCE	gi|4557241|gn|ACTN3:89| alpha-actinin-3 isoform 1 [Homo sapiens]	3	7	0.0355940	0.5552601
EIF4A2	gi|4557495|gn|CSTF3:1479| cleavage stimulation factor subunit 3 isoform 1 [Homo sapiens]	3	1	0.9879653	0.0007579
MEPCE	gi|4557495|gn|CSTF3:1479| cleavage stimulation factor subunit 3 isoform 1 [Homo sapiens]	3	1	0.0468128	0.5431816
EIF4A2	gi|4557701|gn|KRT17:3872| keratin, type I cytoskeletal 17 [Homo sapiens]	3	1	0.0020614	0.6434516
MEPCE	gi|4557701|gn|KRT17:3872| keratin, type I cytoskeletal 17 [Homo sapiens]	3	1	0.7976743	0.0348708
EIF4A2	gi|4557809|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 1 precursor [Homo sapiens]	3	4	0.0039276	0.6299761
MEPCE	gi|4557809|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 1 precursor [Homo sapiens]	3	4	0.2947797	0.3129815
EIF4A2	gi|4557817|gn|OXCT1:5019| succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor [Homo sapiens]	3	1	0.0092362	0.6066201
MEPCE	gi|4557817|gn|OXCT1:5019| succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor [Homo sapiens]	3	1	0.0109189	0.5990717
EIF4A2	gi|45643129|gn|GNL3:26354| guanine nucleotide-binding protein-like 3 isoform 2 [Homo sapiens]	3	3	0.7431496	0.0492529
MEPCE	gi|45643129|gn|GNL3:26354| guanine nucleotide-binding protein-like 3 isoform 2 [Homo sapiens]	3	3	0.6859757	0.0700780
EIF4A2	gi|45827771|gn|EDC4:23644| enhancer of mRNA-decapping protein 4 [Homo sapiens]	3	9	0.5193308	0.1498869
MEPCE	gi|45827771|gn|EDC4:23644| enhancer of mRNA-decapping protein 4 [Homo sapiens]	3	9	0.7978459	0.0344598
EIF4A2	gi|46094014|gn|GSPT2:23708| eukaryotic peptide chain release factor GTP-binding subunit ERF3B [Homo sapiens]	3	1	0.2876268	0.3199626
MEPCE	gi|46094014|gn|GSPT2:23708| eukaryotic peptide chain release factor GTP-binding subunit ERF3B [Homo sapiens]	3	1	0.0039503	0.6298100
EIF4A2	gi|46276893|gn|TCEB2:6923| transcription elongation factor B polypeptide 2 isoform b [Homo sapiens]	3	1	0.0116319	0.5967558
MEPCE	gi|46276893|gn|TCEB2:6923| transcription elongation factor B polypeptide 2 isoform b [Homo sapiens]	3	1	0.1737038	0.4174052
EIF4A2	gi|46367787|gn|PABPC1:26986| polyadenylate-binding protein 1 [Homo sapiens]	3	18	1.0000000	0.0000000
MEPCE	gi|46367787|gn|PABPC1:26986| polyadenylate-binding protein 1 [Homo sapiens]	3	18	0.8880129	0.0149999
EIF4A2	gi|46389558|gn|ENSA:2029| alpha-endosulfine isoform 6 [Homo sapiens]	3	1	0.0101353	0.6026905
MEPCE	gi|46389558|gn|ENSA:2029| alpha-endosulfine isoform 6 [Homo sapiens]	3	1	0.0141373	0.5904706
EIF4A2	gi|46852388|gn|CCAR1:55749| cell division cycle and apoptosis regulator protein 1 [Homo sapiens]	3	2	0.6016016	0.1141157
MEPCE	gi|46852388|gn|CCAR1:55749| cell division cycle and apoptosis regulator protein 1 [Homo sapiens]	3	2	0.4223565	0.2095267
EIF4A2	gi|47078238|gn|GPS1:2873| COP9 signalosome complex subunit 1 isoform 1 [Homo sapiens]	3	1	0.1388606	0.4502946
MEPCE	gi|47078238|gn|GPS1:2873| COP9 signalosome complex subunit 1 isoform 1 [Homo sapiens]	3	1	0.0874580	0.4998030
EIF4A2	gi|47271406|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform A [Homo sapiens]	3	64	0.5403368	0.1376137
MEPCE	gi|47271406|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform A [Homo sapiens]	3	64	1.0000000	0.0000000
EIF4A2	gi|47419920|gn|WARS:7453| tryptophan--tRNA ligase, cytoplasmic isoform b [Homo sapiens]	3	5	0.0697413	0.5190050
MEPCE	gi|47419920|gn|WARS:7453| tryptophan--tRNA ligase, cytoplasmic isoform b [Homo sapiens]	3	5	0.0238489	0.5714618
EIF4A2	gi|47497976|gn|CHCHD10:400916| coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial precursor [Homo sapiens]	3	1	0.6504278	0.0959265
MEPCE	gi|47497976|gn|CHCHD10:400916| coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial precursor [Homo sapiens]	3	1	0.8747531	0.0181497
EIF4A2	gi|47519490|gn|RTN4:57142| reticulon-4 isoform D [Homo sapiens]	3	1	0.0106794	0.5996471
MEPCE	gi|47519490|gn|RTN4:57142| reticulon-4 isoform D [Homo sapiens]	3	1	0.0116462	0.5963675
EIF4A2	gi|4757810|gn|ATP5A1:498| ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]	3	10	0.0236025	0.5718886
MEPCE	gi|4757810|gn|ATP5A1:498| ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]	3	10	0.3610078	0.2558513
EIF4A2	gi|4757834|gn|BAG2:9532| BAG family molecular chaperone regulator 2 [Homo sapiens]	3	4	0.1618377	0.4303797
MEPCE	gi|4757834|gn|BAG2:9532| BAG family molecular chaperone regulator 2 [Homo sapiens]	3	4	0.0781476	0.5112985
EIF4A2	gi|4757900|gn|CALR:811| calreticulin precursor [Homo sapiens]	3	7	0.1919780	0.4037180
MEPCE	gi|4757900|gn|CALR:811| calreticulin precursor [Homo sapiens]	3	7	0.0994239	0.4895867
EIF4A2	gi|4758012|gn|CLTC:1213| clathrin heavy chain 1 [Homo sapiens]	3	29	0.2720275	0.3317388
MEPCE	gi|4758012|gn|CLTC:1213| clathrin heavy chain 1 [Homo sapiens]	3	29	0.2574740	0.3479562
EIF4A2	gi|4758024|gn|COIL:8161| coilin [Homo sapiens]	3	4	0.2783888	0.3279721
MEPCE	gi|4758024|gn|COIL:8161| coilin [Homo sapiens]	3	4	0.9115415	0.0100141
EIF4A2	gi|4758032|gn|COPB2:9276| coatomer subunit beta' [Homo sapiens]	3	6	0.0776646	0.5123002
MEPCE	gi|4758032|gn|COPB2:9276| coatomer subunit beta' [Homo sapiens]	3	6	0.1291803	0.4600939
EIF4A2	gi|4758138|gn|DDX5:1655| probable ATP-dependent RNA helicase DDX5 [Homo sapiens]	3	10	1.0000000	0.0000000
MEPCE	gi|4758138|gn|DDX5:1655| probable ATP-dependent RNA helicase DDX5 [Homo sapiens]	3	10	0.9989593	0.0000585
EIF4A2	gi|4758152|gn|TIMM8A:1678| mitochondrial import inner membrane translocase subunit Tim8 A isoform 1 [Homo sapiens]	3	1	0.0495777	0.5392141
MEPCE	gi|4758152|gn|TIMM8A:1678| mitochondrial import inner membrane translocase subunit Tim8 A isoform 1 [Homo sapiens]	3	1	0.2008618	0.3955949
EIF4A2	gi|4758256|gn|EIF2S1:1965| eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens]	3	8	0.9999998	0.0000000
MEPCE	gi|4758256|gn|EIF2S1:1965| eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens]	3	8	0.8808824	0.0158362
EIF4A2	gi|4758302|gn|ERH:2079| enhancer of rudimentary homolog [Homo sapiens]	3	1	0.0330169	0.5601600
MEPCE	gi|4758302|gn|ERH:2079| enhancer of rudimentary homolog [Homo sapiens]	3	1	0.8944897	0.0127939
EIF4A2	gi|4758304|gn|PDIA4:9601| protein disulfide-isomerase A4 precursor [Homo sapiens]	3	3	0.2569705	0.3486756
MEPCE	gi|4758304|gn|PDIA4:9601| protein disulfide-isomerase A4 precursor [Homo sapiens]	3	3	0.2821560	0.3241725
EIF4A2	gi|4758356|gn|FEN1:2237| flap endonuclease 1 [Homo sapiens]	3	2	0.3419528	0.2677149
MEPCE	gi|4758356|gn|FEN1:2237| flap endonuclease 1 [Homo sapiens]	3	2	0.4867730	0.1734560
EIF4A2	gi|4758404|gn|FRG1:2483| protein FRG1 [Homo sapiens]	3	3	0.0015828	0.6483441
MEPCE	gi|4758404|gn|FRG1:2483| protein FRG1 [Homo sapiens]	3	3	0.0732365	0.5162858
EIF4A2	gi|4758488|gn|GTF2F2:2963| general transcription factor IIF subunit 2 [Homo sapiens]	3	3	0.0338265	0.5583885
MEPCE	gi|4758488|gn|GTF2F2:2963| general transcription factor IIF subunit 2 [Homo sapiens]	3	3	0.0146789	0.5882714
EIF4A2	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	1	0.0511265	0.5375677
MEPCE	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	1	0.0988073	0.4906437
EIF4A2	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	15	0.2714156	0.3328673
MEPCE	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	15	0.9999995	0.0000000
EIF4A2	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	6	0.0881855	0.4990240
MEPCE	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	6	0.0136935	0.5920571
EIF4A2	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	7	0.3003054	0.3074679
MEPCE	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	7	0.0767785	0.5125501
EIF4A2	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	9	0.9758671	0.0018024
MEPCE	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	9	0.2885165	0.3184207
EIF4A2	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	2	0.0163464	0.5829870
MEPCE	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	2	0.0065684	0.6164159
EIF4A2	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	1	0.6613944	0.0897598
MEPCE	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	1	0.0096065	0.6055045
EIF4A2	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	5	0.2443606	0.3562023
MEPCE	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	5	0.2747829	0.3306112
EIF4A2	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	5	0.0000219	0.6675083
MEPCE	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	5	0.0003054	0.6633950
EIF4A2	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	11	0.5757939	0.1269823
MEPCE	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	11	0.4184977	0.2124029
EIF4A2	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	2	0.1146157	0.4781185
MEPCE	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	2	0.0024444	0.6398539
EIF4A2	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	1	0.0003518	0.6625606
MEPCE	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	1	0.0052632	0.6233944
EIF4A2	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	4	0.5520435	0.1339949
MEPCE	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	4	0.9999998	0.0000000
EIF4A2	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	1	0.3281376	0.2868034
MEPCE	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	1	0.0428583	0.5487044
EIF4A2	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	5	0.3343278	0.2776288
MEPCE	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	5	0.0061053	0.6185341
EIF4A2	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	4	0.0479597	0.5413209
MEPCE	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	4	0.0112426	0.5977235
EIF4A2	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	1	0.0078388	0.6119348
MEPCE	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	1	0.0216748	0.5750694
EIF4A2	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	8	0.2144586	0.3826377
MEPCE	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	8	0.1352569	0.4540665
EIF4A2	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	1	0.0036835	0.6314654
MEPCE	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	1	0.0004070	0.6615820
EIF4A2	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	3	0.1298434	0.4583815
MEPCE	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	3	0.0468661	0.5429496
EIF4A2	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	16	0.9998255	0.0000103
MEPCE	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	16	0.7512984	0.0464286
EIF4A2	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	1	0.9999994	0.0000000
MEPCE	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	1	0.4284495	0.2042133
EIF4A2	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	2	0.1628605	0.4294683
MEPCE	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	2	0.8507192	0.0206741
EIF4A2	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	1	0.3058117	0.3010713
MEPCE	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	1	0.7715834	0.0391787
EIF4A2	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	7	0.3026422	0.3062779
MEPCE	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	7	0.2465248	0.3554889
EIF4A2	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	17	1.0000000	0.0000000
MEPCE	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	17	0.8031574	0.0336555
EIF4A2	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	3	0.1427393	0.4461949
MEPCE	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	3	0.3430977	0.2668391
EIF4A2	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	1	0.0475257	0.5417872
MEPCE	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	1	0.1427080	0.4464891
EIF4A2	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	30	0.0805837	0.5072567
MEPCE	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	30	0.0353392	0.5557090
EIF4A2	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	1	0.1491909	0.4423626
MEPCE	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	1	0.0346223	0.5568285
EIF4A2	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	5	0.0030116	0.6369911
MEPCE	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	5	0.2301789	0.3668045
EIF4A2	gi|4885375|gn|HIST1H1C:3006| histone H1	3	1	0.3663437	0.2504951
MEPCE	gi|4885375|gn|HIST1H1C:3006| histone H1	3	1	0.9999454	0.0000023
EIF4A2	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1	0.9971380	0.0002046
MEPCE	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1	1.0000000	0.0000000
EIF4A2	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1	0.0066909	0.6158830
MEPCE	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1	1.0000000	0.0000000
EIF4A2	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	5	0.0757966	0.5135497
MEPCE	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	5	0.6151787	0.1111972
EIF4A2	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	9	0.2776320	0.3287275
MEPCE	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	9	0.2864145	0.3214975
EIF4A2	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	5	0.1684000	0.4230208
MEPCE	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	5	0.0128886	0.5936327
EIF4A2	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	1	1.0000000	0.0000000
MEPCE	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	1	0.2197373	0.3772046
EIF4A2	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	23	1.0000000	0.0000000
MEPCE	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	23	0.0810466	0.5062373
EIF4A2	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	1	0.3593765	0.2567359
MEPCE	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	1	0.0313155	0.5617016
EIF4A2	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	40	0.9998212	0.0000120
MEPCE	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	40	0.5397442	0.1386496
EIF4A2	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	2	0.1168608	0.4748625
MEPCE	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	2	0.0997496	0.4890568
EIF4A2	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	0.1744386	0.4167765
MEPCE	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	4	0.0646564	0.5243909
EIF4A2	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	0.9999999	0.0000000
MEPCE	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	16	0.4152289	0.2152645
EIF4A2	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	0.2626404	0.3414102
MEPCE	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	5	0.0849071	0.5031615
EIF4A2	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	0.0003212	0.6631173
MEPCE	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	1	0.0010316	0.6532575
EIF4A2	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	0.2119008	0.3853291
MEPCE	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	2	0.1739965	0.4170909
EIF4A2	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	0.0429899	0.5477909
MEPCE	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	1	0.7440939	0.0483088
EIF4A2	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	0.2881869	0.3195780
MEPCE	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	13	0.4422085	0.1973779
EIF4A2	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	0.2036959	0.3929733
MEPCE	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	1	0.0792229	0.5092848
EIF4A2	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	0.1894218	0.4053221
MEPCE	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	6	0.0170911	0.5817514
EIF4A2	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	0.5401308	0.1381323
MEPCE	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	1	0.2039597	0.3923141
EIF4A2	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	0.0778660	0.5120501
MEPCE	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	3	0.0429628	0.5480196
EIF4A2	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	0.0898515	0.4972008
MEPCE	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	3	0.0473712	0.5424853
EIF4A2	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	0.5138372	0.1534652
MEPCE	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	2	0.0911611	0.4961560
EIF4A2	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	0.5075702	0.1590291
MEPCE	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	2	0.0015155	0.6489467
EIF4A2	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	0.3570737	0.2580624
MEPCE	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	17	0.2945219	0.3133726
EIF4A2	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	0.0665608	0.5221944
MEPCE	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	8	0.0378619	0.5539122
EIF4A2	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	0.0015529	0.6486456
MEPCE	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	1	0.0012769	0.6511890
EIF4A2	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	0.0019956	0.6443788
MEPCE	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	1	0.0022443	0.6417396
EIF4A2	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	0.3700949	0.2477956
MEPCE	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	4	0.2376529	0.3618794
EIF4A2	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	0.3907881	0.2312843
MEPCE	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	14	0.5148825	0.1529549
EIF4A2	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	0.4729167	0.1788588
MEPCE	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	3	0.8071676	0.0332615
EIF4A2	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	0.0733619	0.5160379
MEPCE	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	5	0.1179185	0.4726720
EIF4A2	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	0.0780806	0.5115493
MEPCE	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	2	0.6952145	0.0645072
EIF4A2	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	0.6992515	0.0624782
MEPCE	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	5	0.7010929	0.0599146
