Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	0.0003068	0.6371446
MEPCE	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	0.0001938	0.6493628
EIF4A2	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	0.0006597	0.6185001
MEPCE	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	0.0000313	0.6918839
EIF4A2	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	0.1206638	0.3569385
MEPCE	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	0.0060222	0.5423589
EIF4A2	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	0.3399188	0.2073039
EIF4A2	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	0.9999990	0.0000000
MEPCE	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	0.3993891	0.1612652
EIF4A2	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	0.0543956	0.4263577
MEPCE	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	0.9996785	0.0000152
EIF4A2	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	0.3309366	0.2350621
MEPCE	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	0.7885085	0.0161675
EIF4A2	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	0.3287576	0.2379142
MEPCE	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	0.0179590	0.4906183
EIF4A2	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	0.7730265	0.0191812
EIF4A2	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	0.3354634	0.2197378
MEPCE	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	0.6675649	0.0615682
EIF4A2	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	0.0322980	0.4582355
MEPCE	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	0.1088600	0.3691370
EIF4A2	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	0.0000055	0.7143878
MEPCE	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	0.0000000	0.7355745
EIF4A2	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	0.1093389	0.3680883
MEPCE	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	0.0232206	0.4770834
EIF4A2	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	0.0000196	0.7001874
MEPCE	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	0.0035433	0.5661256
EIF4A2	gi|4885375|gn|HIST1H1C:3006| histone H1	3	0.3460456	0.1976292
MEPCE	gi|4885375|gn|HIST1H1C:3006| histone H1	3	0.9999999	0.0000000
EIF4A2	gi|4885379|gn|HIST1H1E:3008| histone H1	3	0.9999601	0.0000012
MEPCE	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1.0000000	0.0000000
EIF4A2	gi|4885381|gn|HIST1H1B:3009| histone H1	3	0.0034869	0.5678563
MEPCE	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1.0000000	0.0000000
EIF4A2	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	0.0005565	0.6236112
MEPCE	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	0.0368362	0.4490705
EIF4A2	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	0.0000548	0.6793282
MEPCE	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	0.0000609	0.6770817
EIF4A2	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	0.0032815	0.5704271
MEPCE	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	0.0000124	0.7068617
EIF4A2	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	0.9999999	0.0000000
MEPCE	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	0.1749982	0.3166166
EIF4A2	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	0.0075657	0.5305285
EIF4A2	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	0.3507279	0.1903500
MEPCE	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	0.0208644	0.4831281
EIF4A2	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	0.7047338	0.0340496
EIF4A2	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	0.0032781	0.5707109
MEPCE	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	0.0003374	0.6348878
EIF4A2	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	0.0126244	0.5050688
MEPCE	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	0.0017268	0.5938309
EIF4A2	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	0.0144267	0.4994488
EIF4A2	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	0.0078436	0.5278205
MEPCE	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	0.0000140	0.7049853
EIF4A2	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	0.0000014	0.7248622
MEPCE	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	0.0000230	0.6970910
EIF4A2	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	0.0061834	0.5394542
MEPCE	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	0.0165175	0.4937187
EIF4A2	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	0.0544887	0.4258904
MEPCE	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	0.8114298	0.0138120
EIF4A2	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	0.0015752	0.5983649
MEPCE	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	0.1141077	0.3633396
EIF4A2	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	0.1663361	0.3205755
MEPCE	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	0.0541608	0.4272900
EIF4A2	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	0.0000014	0.7245097
MEPCE	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	0.0000023	0.7218973
EIF4A2	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	0.4608181	0.1371474
MEPCE	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	0.1316328	0.3472188
EIF4A2	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	0.0000021	0.7223760
MEPCE	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	0.0191561	0.4870940
EIF4A2	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	0.0000490	0.6824839
MEPCE	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	0.0003877	0.6317649
EIF4A2	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	0.0079796	0.5267972
EIF4A2	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	0.0721414	0.4007908
MEPCE	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	0.0000319	0.6909986
EIF4A2	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	0.0002412	0.6443403
MEPCE	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	0.0001179	0.6618538
EIF4A2	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	0.0000051	0.7152701
MEPCE	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	0.0000459	0.6840386
EIF4A2	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	0.0000265	0.6949429
MEPCE	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	0.0000228	0.6973751
EIF4A2	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	0.0000460	0.6838838
MEPCE	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	0.0000561	0.6788494
EIF4A2	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	0.9982433	0.0000891
MEPCE	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	0.2983581	0.2531777
EIF4A2	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	0.0039502	0.5620344
MEPCE	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	0.4954069	0.1287632
EIF4A2	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	0.3387280	0.2092062
MEPCE	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	0.0000012	0.7260305
MEPCE	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	0.0000841	0.6699807
EIF4A2	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	0.0262740	0.4705022
MEPCE	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	0.6941157	0.0365244
EIF4A2	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	0.6077842	0.0989933
MEPCE	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	0.6033974	0.1016925
EIF4A2	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	0.0000472	0.6832632
MEPCE	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	0.0006738	0.6173707
EIF4A2	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	0.2421049	0.2771387
EIF4A2	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	0.0474538	0.4346821
MEPCE	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	0.0000964	0.6667428
EIF4A2	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	0.1848296	0.3109839
MEPCE	gi|5174703|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform alpha [Homo sapiens]	3	0.3350437	0.2209502
EIF4A2	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	0.0000102	0.7091084
MEPCE	gi|5174735|gn|TUBB4B:10383| tubulin beta-4B chain [Homo sapiens]	3	0.0000134	0.7056582
EIF4A2	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	0.0001686	0.6529446
MEPCE	gi|52426743|gn|LUC7L3:51747| luc7-like protein 3 [Homo sapiens]	3	0.0003754	0.6319747
EIF4A2	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	0.0001623	0.6542459
MEPCE	gi|52630440|gn|FKBP8:23770| peptidyl-prolyl cis-trans isomerase FKBP8 [Homo sapiens]	3	0.0017344	0.5935760
EIF4A2	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	0.9999953	0.0000001
MEPCE	gi|52632385|gn|HNRNPL:3191| heterogeneous nuclear ribonucleoprotein L isoform b [Homo sapiens]	3	0.0166361	0.4933329
EIF4A2	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	0.0000664	0.6752943
MEPCE	gi|5292161|gn|PSMD4:5710| 26S proteasome non-ATPase regulatory subunit 4 [Homo sapiens]	3	0.0000068	0.7131179
EIF4A2	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	0.0027238	0.5760357
MEPCE	gi|53692187|gn|ACTR2:10097| actin-related protein 2 isoform a [Homo sapiens]	3	0.3601848	0.1843097
EIF4A2	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	0.9999906	0.0000002
MEPCE	gi|53759103|gn|IPO8:10526| importin-8 isoform 1 [Homo sapiens]	3	0.0060034	0.5429995
EIF4A2	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	0.0688786	0.4057367
MEPCE	gi|53759134|gn|ENDOG:2021| endonuclease G, mitochondrial precursor [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	0.0000413	0.6863423
MEPCE	gi|53831995|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 2 [Homo sapiens]	3	0.0018653	0.5907520
EIF4A2	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	0.0010968	0.6083308
MEPCE	gi|54112117|gn|SF3B1:23451| splicing factor 3B subunit 1 isoform 1 [Homo sapiens]	3	0.0000027	0.7205725
EIF4A2	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	0.0000089	0.7110624
MEPCE	gi|54112121|gn|SF3B3:23450| splicing factor 3B subunit 3 [Homo sapiens]	3	0.0000000	0.7367612
EIF4A2	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	0.0000123	0.7069948
MEPCE	gi|5453555|gn|RAN:5901| GTP-binding nuclear protein Ran [Homo sapiens]	3	0.0000465	0.6835738
EIF4A2	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	0.1221387	0.3564031
MEPCE	gi|5453597|gn|CAPZA1:829| F-actin-capping protein subunit alpha-1 [Homo sapiens]	3	0.4291631	0.1490610
EIF4A2	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	0.0336150	0.4560770
MEPCE	gi|5453599|gn|CAPZA2:830| F-actin-capping protein subunit alpha-2 [Homo sapiens]	3	0.0031006	0.5729684
EIF4A2	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	0.0039523	0.5617394
MEPCE	gi|5453603|gn|CCT2:10576| T-complex protein 1 subunit beta isoform 1 [Homo sapiens]	3	0.0007951	0.6139426
EIF4A2	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	0.0000048	0.7158970
MEPCE	gi|5453634|gn|DYNC1LI2:1783| cytoplasmic dynein 1 light intermediate chain 2 [Homo sapiens]	3	0.0000144	0.7044447
EIF4A2	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	0.0259752	0.4709171
MEPCE	gi|5453682|gn|HEXIM1:10614| protein HEXIM1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	0.0001414	0.6584539
MEPCE	gi|5453990|gn|PSME1:5720| proteasome activator complex subunit 1 isoform 1 [Homo sapiens]	3	0.3408165	0.2060298
EIF4A2	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	0.0033118	0.5698584
MEPCE	gi|5453998|gn|IPO7:10527| importin-7 [Homo sapiens]	3	0.0139829	0.5005814
EIF4A2	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	0.9998931	0.0000048
MEPCE	gi|5454064|gn|RBM14:10432| RNA-binding protein 14 isoform 1 [Homo sapiens]	3	0.9738696	0.0014105
EIF4A2	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	0.3492401	0.1930142
MEPCE	gi|5454088|gn|ANP32B:10541| acidic leucine-rich nuclear phosphoprotein 32 family member B [Homo sapiens]	3	0.9950948	0.0002184
EIF4A2	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	0.0168655	0.4921721
MEPCE	gi|5454102|gn|TACC3:10460| transforming acidic coiled-coil-containing protein 3 [Homo sapiens]	3	0.0217460	0.4803226
EIF4A2	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	0.3324798	0.2327624
MEPCE	gi|5454154|gn|PPIH:10465| peptidyl-prolyl cis-trans isomerase H [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	0.0989580	0.3764169
MEPCE	gi|5454158|gn|VARS:7407| valine--tRNA ligase [Homo sapiens]	3	0.6648195	0.0757662
EIF4A2	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	0.0011556	0.6061850
MEPCE	gi|54607053|gn|GCN1L1:10985| translational activator GCN1 [Homo sapiens]	3	0.0000060	0.7138812
EIF4A2	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	0.9997123	0.0000131
MEPCE	gi|54607072|gn|YBEY:54059| rRNA maturation factor homolog isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	0.0001446	0.6570019
MEPCE	gi|54792069|gn|SUMO2:6613| small ubiquitin-related modifier 2 isoform a precursor [Homo sapiens]	3	0.0137866	0.5013341
EIF4A2	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	0.0778864	0.3963011
MEPCE	gi|55741709|gn|RBM25:58517| RNA-binding protein 25 [Homo sapiens]	3	0.0248233	0.4721597
EIF4A2	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	0.1098133	0.3670364
MEPCE	gi|55743130|gn|RPL32:6161| 60S ribosomal protein L32 [Homo sapiens]	3	0.5261374	0.1213687
EIF4A2	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	0.0000811	0.6713253
MEPCE	gi|55749531|gn|SF3B2:10992| splicing factor 3B subunit 2 [Homo sapiens]	3	0.0001010	0.6657071
EIF4A2	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	0.2047259	0.2979186
MEPCE	gi|55749932|gn|DES:1674| desmin [Homo sapiens]	3	0.0242104	0.4738098
EIF4A2	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	0.1781098	0.3154892
MEPCE	gi|55769533|gn|PAWR:5074| PRKC apoptosis WT1 regulator protein [Homo sapiens]	3	0.1945045	0.3053135
EIF4A2	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	0.0247738	0.4725730
MEPCE	gi|55956788|gn|NCL:4691| nucleolin [Homo sapiens]	3	0.9997288	0.0000111
EIF4A2	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	0.0309687	0.4608098
MEPCE	gi|55956899|gn|KRT9:3857| keratin, type I cytoskeletal 9 [Homo sapiens]	3	0.1362681	0.3444887
EIF4A2	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|55956919|gn|HNRNPAB:3182| heterogeneous nuclear ribonucleoprotein A/B isoform a [Homo sapiens]	3	0.9991341	0.0000480
EIF4A2	gi|56160511| E1B 19K [Human adenovirus 2]	3	0.0000001	0.7327265
MEPCE	gi|56160511| E1B 19K [Human adenovirus 2]	3	0.0000002	0.7325049
EIF4A2	gi|56160531| E1B 19K [Human adenovirus 5]	3	0.0008727	0.6125544
MEPCE	gi|56160531| E1B 19K [Human adenovirus 5]	3	0.0003738	0.6321843
EIF4A2	gi|56160532| E1B 55K [Human adenovirus 5]	3	0.0001560	0.6553536
MEPCE	gi|56160532| E1B 55K [Human adenovirus 5]	3	0.7945812	0.0156872
EIF4A2	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	0.0000878	0.6686251
MEPCE	gi|56181387|gn|STUB1:10273| E3 ubiquitin-protein ligase CHIP [Homo sapiens]	3	0.0000149	0.7040380
EIF4A2	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|56237027|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens]	3	0.9619836	0.0019848
EIF4A2	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	0.3386170	0.2098376
MEPCE	gi|56549123|gn|DNM2:1785| dynamin-2 isoform 2 [Homo sapiens]	3	0.0098359	0.5159728
EIF4A2	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	0.2781523	0.2627994
MEPCE	gi|56549640|gn|SEPT2:4735| septin-2 [Homo sapiens]	3	0.0011638	0.6059451
EIF4A2	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	0.0013932	0.6008408
MEPCE	gi|56549694|gn|ENAH:55740| protein enabled homolog isoform a [Homo sapiens]	3	0.0000969	0.6663983
EIF4A2	gi|56550051|gn|USP39:10713| U4/U6	3	0.2460037	0.2759884
MEPCE	gi|56550051|gn|USP39:10713| U4/U6	3	0.8942306	0.0057979
EIF4A2	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	0.0214721	0.4819292
MEPCE	gi|56550081|gn|BUB3:9184| mitotic checkpoint protein BUB3 isoform b [Homo sapiens]	3	0.0002718	0.6409781
EIF4A2	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	0.5046287	0.1262487
MEPCE	gi|56676330|gn|HP1BP3:50809| heterochromatin protein 1-binding protein 3 [Homo sapiens]	3	0.3975443	0.1619474
EIF4A2	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	0.6670322	0.0632803
MEPCE	gi|56699409|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]	3	0.6659809	0.0731442
EIF4A2	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	0.9999982	0.0000001
MEPCE	gi|56699482|gn|FAM98A:25940| protein FAM98A [Homo sapiens]	3	0.0956715	0.3790073
EIF4A2	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	0.9961017	0.0001941
MEPCE	gi|56699485|gn|EIF2D:1939| eukaryotic translation initiation factor 2D isoform 1 [Homo sapiens]	3	0.1923192	0.3058806
EIF4A2	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	0.0254085	0.4713315
MEPCE	gi|57222563|gn|CKAP5:9793| cytoskeleton-associated protein 5 isoform b [Homo sapiens]	3	0.5990362	0.1043725
EIF4A2	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	0.0000067	0.7132454
MEPCE	gi|57222565|gn|PPP2CB:5516| serine/threonine-protein phosphatase 2A catalytic subunit beta isoform [Homo sapiens]	3	0.0000212	0.6983654
EIF4A2	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	0.0018622	0.5910104
MEPCE	gi|57242777|gn|MYCBP:26292| C-Myc-binding protein [Homo sapiens]	3	0.0005226	0.6240492
EIF4A2	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	0.0001489	0.6562713
MEPCE	gi|5729732|gn|ARPP19:10776| cAMP-regulated phosphoprotein 19 [Homo sapiens]	3	0.0007978	0.6137119
